,date,author,twitter_name,text,number_of_likes,number_of_retweets
508,2022-10-08 03:54:57+00:00,el voto fue secretosky,richimillos15,"@FisicoImpuro miré su alegría gran wevon: A ver LA JAVERIANA, EL ROSARIO, LA CATOLICA, LA SALLE, entre otras manejadas por la iglesia, dan BECAS a muchos jóvenes de escasos recursos....NO PUES QUE TRIUNFAZO, MENSA, weva, ahora va a ver menos becados",0,0
509,2022-10-08 03:38:55+00:00,Carlos S,carlosstavange1,"@efernnd_ Eso ni es cierto, conozco gente de la Javeriana muy agradable.",1,0
510,2022-10-08 03:37:56+00:00,Carlos S,carlosstavange1,"@SebastianNohra @santiagoangelp Y? La Nacional junto con los Andes son las mejores del país, lo preocupante sería que un estudiante costara eso y  estuviera por debajo de la Javeriana.",0,0
511,2022-10-08 03:37:08+00:00,m h,limonaecoco,"Los de la javeriana demuestran que entre más cuesta el outfit, más feo es🙏",6,0
512,2022-10-08 03:36:47+00:00,Oscar Fabian Sanchez,oscarfasanchez,"@Calamash @SebastianNohra @santiagoangelp no puedo hablar por la nacional y la javeriana, pero en la UIS uno puede revisar el costo por estudiante en internet, y es mas caro que el del resto de las privadas de la ciudad, y creo que eso ni siquiera incluye el costo de infraestructuras que no es poco dinero.",0,0
513,2022-10-08 03:36:18+00:00,Lauris 🦋,lauripxx,Es muy chistoso que todo tiktok le está haciendo bullying a los de la javeriana por andar preguntando cuánto cuestan los outfits porque si están cansones con el tema o sea jajajaja a nadie le importa que ese saco tan feo cueste 600 Juan Pabloooooooo,2,0
514,2022-10-08 03:25:04+00:00,𝕁𝕦𝕝𝕚𝕒𝕟𝕒 ☀️,julianabg24,No se sabe si da más cringe la oposición del centro demoníaco o los pelaos diciendo el precio de sus prendas de vestir en la Javeriana mijo 🤣🤣🤣🤣 https://t.co/L6SIFEFXIX,2,1
515,2022-10-08 03:05:14+00:00,Metro Boomin,SusanaMarn12,"@belamoon1234 , me acuerda que muchos estudiantes de la javeriana le van a petro, me acuerda que muchos estudiantes de la sabana le van a petro, me acuerda que los jóvenes basicame de la mayoría de universidades privadas le van a petro",0,0
516,2022-10-08 02:59:55+00:00,Daniel_O,rata_charlatana,"@jcamilosanchezz @SebastianNohra @santiagoangelp Deje de hablar barbacha. Nohra es un periodista y opinador impresentable, pero lo que afirma sobre las universidades privadas es cierto. La Javeriana no es un negocio, no hay lucro, todo es reinvertido en la institución.",1,0
517,2022-10-08 02:57:49+00:00,Sebas,_rtwo,"Esos de la Javeriana se visten bien básico y todo caro, yo también me visto así pero con responsabilidad financiera.",3,0
518,2022-10-08 02:49:25+00:00,Omar Campos,omar_camposr,"@SebastianNohra @Calamash @santiagoangelp Así eso fuera válido, que no lo es, entre los costos que tiene la UN por estudiante incluyen programas como el PEAMA, y/o nivelaciones académicas a estudiantes que llegan de educaciones precarias. Ese costo no lo debe asumir en las mismas proporciones la Javeriana.",1,0
519,2022-10-08 02:48:07+00:00,Nosoy Nadie,yoyanosoy,"@SebastianNohra @Nancy_Trini @santiagoangelp Supongo que quiso decir que el costo por estudiante en la Nacional es más alto que en la Javeriana, pero que manera más torcida de escribirlo.",0,0
520,2022-10-08 02:46:44+00:00,♌︎.,efernnd_,"Los gomelos de la Javeriana son 1.000 veces más insoportables, pedantes y crecidos que los gomelos de Los Andes.",4,2
521,2022-10-08 02:44:28+00:00,Chencho,LadinoChencho,"Ese video de estudiantes de la Javeriana contando los precios de sus atuendos 😐 
O sea dicen “me costo” sabiendo que son sus papis los que se los compran 🫠🙄",1,0
522,2022-10-08 02:40:54+00:00,paula daniela,ssaganomec,no hay raza javeriana más INMAMABLE que los gomelos alternos diciendo que son muy calle porque usan transmi y fueron a La Candelaria jajshdsksjdjsj https://t.co/9lgyEUkfLe,43,3
523,2022-10-08 02:38:20+00:00,Naz,neko_mugen,"@AlbertoMarioA @GonoPiruco Joaaa, eso de la javeriana escaló rápido jajajajaja
Pero si, la gente es súper gomela",2,0
524,2022-10-08 02:38:16+00:00,El hijueputín,HijueputinEl,"@a_sanchezCOP @Lucasfriedmanjr El cacreco corroncho perdedor egresado de algún garaje que no está ni el puesto 1000000 del Shanghai ranking: se «datió» pero no muestra números ni referencias. Y se está comparando con el negocio de los curas pedófilos i.e. javeriana, pero no hay benchmarks. PELMAZO HP",0,0
525,2022-10-08 02:37:49+00:00,Omar Campos,omar_camposr,"@SebastianNohra @Calamash @santiagoangelp Le cuento que los fines de las universidades no son solamente formar estudiantes. Hacer extensión e investigación tiene costos, y es parte clave de la calidad. Compare la investigación de la Nacional con la de la Javeriana, o cualquier otra privada, e incluyalos en su ""análisis"".",3,0
526,2022-10-08 02:10:15+00:00, Fabián Mondragón,fmondragon90,Leyendo los comentarios para los manes de la Javeriana uno entiende el resentimiento y envidia de muchos!,1,0
527,2022-10-08 02:06:36+00:00,marycellrodriguez@gmail.com,marycellrodrig2,"@SebastianNohra @jcamilosanchezz @santiagoangelp Yo soy egresada de la Javeriana y obvio que para ellos es un negocio, mi padre murio cuando yo estaba estudiando pedí un plazo para pagar no estaba pidiendo regalado nada y el Décano Padre Celis me dijo que si no tenia como pagar que me fuera,",3,0
528,2022-10-08 02:05:53+00:00,ɐɐɐɐɹɐS🙃,valenaponte1,Los de la javeriana teniendo prendas de milllones yo con eso me compro como 7 pintas jajajajaja,1,0
529,2022-10-08 02:05:29+00:00,Tu amiga la rubia 😎,Laespinosa23,"Me la pelan, me la PELAN sus videos de cuánto costo el outfit de la Javeriana.",7,0
530,2022-10-08 01:50:49+00:00,MojitoVitch,kamila1792,"Si a mí me preguntarán cuanto vale mi ropa como los de la Javeriana, diría como unos tenis de 70 mil y el vestido se lo robe a mi hermana mientras se fue a España @Ivana0609",1,0
531,2022-10-08 01:39:58+00:00,Zé,carademelo,"@SebastianNohra @santiagoangelp Amigo como vas a comparar por semestres?
Si las inversiones en infraestructura, talento humano e investigación y desarrollo son de largo aliento y van dentro de esa inversión....ese cálculo que hizo es muy sesgado!!! En cuántos ranking está la Nacho por encima de la Javeriana?",0,0
532,2022-10-08 01:30:52+00:00,Kei 📼,minassmile,Entré a ver por que la javeriana estába otra vez en tendencias y creo q no tengo comentarios🫠,0,0
533,2022-10-08 01:26:57+00:00,Flor de los vientos,soyunamata,Los pelados de la Javeriana son el vivo ejemplo de que tener plata no es sinónimo de vestirse bien.,5,0
534,2022-10-08 01:18:09+00:00,Vanesaa,Vanesa_Medina_,Pensando en esos videos de cuanto vale mi outfit y vale como 100k jajajaja me entrevista alguien de la javeriana y le da un infarto,1,0
535,2022-10-08 01:16:17+00:00,tripleguerrillera subversiva desmovilizada,BorjaHpta,porque será que la gente de la javeriana/andes es tan inmamable dios omg exterminalos inmediatamente,2,0
536,2022-10-08 01:07:32+00:00,Juan Camilo Sánchez,jcamilosanchezz,"@SebastianNohra @santiagoangelp No entiendo cómo hablando del costo de un estudiante en una universidad pública termina hablando de dictaduras 👻, en todo caso la situación y el tratamiento de un estudiante en la Universidad Nacional es muy diferente a la Javeriana y con seguridad no es gracias a ningún dios.",13,0
537,2022-10-08 01:07:23+00:00,Jessica,jessicaaortiz26,"De los estudiantes de la javeriana que grabaron preguntando por sus outfits, aprendí que el dinero no da clase je",17,2
538,2022-10-08 01:07:22+00:00,Mariam,mariamdareyi,"Por qué se la tienen montada a los de la javeriana, aparte de que se visten tan paila",0,0
539,2022-10-08 01:06:26+00:00,Camilo Burgos,camib1309,@SimnTrujillo1 Obvio no fui yo jaja hace como tres semanas me corte el pelo 👀 y no conozco a nadie de la Javeriana,1,0
540,2022-10-08 01:04:13+00:00,Venus 🇨🇴,Venusarepas,"No Camilo de la Javeriana enserió no me interesa cuanto vale tu outfit ni que presumas los zapatos que te compro tu papá en navidad, me tienen mamada",377,22
541,2022-10-08 00:58:33+00:00,Juan Camilo Sánchez,jcamilosanchezz,"@SebastianNohra @santiagoangelp La Universidad Nacional no es un negocio privado, la Javeriana si. En la Nacional los estudiantes no son clientes, en la Javeriana si.",27,0
542,2022-10-08 00:51:02+00:00,Ana María ✨,AnaMaCH13,"Siempre hablan mal de los de la javeriana pero la realidad es que hay universidades privadas con gente más antipática. La javeriana tiene gente chimba, de verdad. Pesado el ambiente en la Sabana.",6,0
543,2022-10-08 00:48:43+00:00,el voto fue secretosky,richimillos15,"A ver LA JAVERIANA, EL ROSARIO, LA CATOLICA, LA SALLE, entre otras manejadas por la iglesia, dan BECAS a muchos jóvenes de escasos recursos....NO PUES QUE TRIUNFAZO, MENSA SENADORA, ahora va a ver menos becados",0,0
544,2022-10-08 00:48:17+00:00,Nadie,DiegoAlHe,De verdad qué hay gente rara; yo tengo una habilidad especial para recordar datos sin importancia pero recordar el precio de la ropa me parece ya un dato irrelevante. #Javeriana,0,0
545,2022-10-08 00:32:15+00:00,𝐿𝒶𝓊𝓇𝒶,lauratarquino_,será que ese el man que hace videos de como se visten en la Javeriana tiene amigos (????) porque qué hijueputa para hacerse coger tanto fastidio,1,0
546,2022-10-08 00:32:12+00:00,day,ibaihugs,acabo de ver un tiktok de los manes con complejo de calitos de la javeriana y sinceramente que alegría me da ya no estar en esa universidad o al menos tener alguna relación.,0,0
547,2022-10-08 00:30:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"Investigación logró identificar que hay 23 departamentos cuyos niños de zonas rurales tienen retraso en el crecimiento comparados con el promedio nacional para cada edad. La Guajira, Chocó y Arauca son los más afectados. https://t.co/m2nSU5XTwO",17,9
548,2022-10-08 00:24:20+00:00,Zulma Correa-Bernal,zulma_cb,"La gente de la Javeriana haciendo competencia por las pintas más caras, y yo... bueno, le conseguí a mi sobrina el disfraz que quería en un segundazo Digan todos: ¡Aleluya!
¿ #vergonzoso ? Mis polainas",5,0
549,2022-10-08 00:24:10+00:00,Luisa 👩🏻‍🏫🇨🇴🇲🇹,LuNotLau3,"A mí me hubieran hecho ese vídeo de ""¿Cuánto cuesta tu outfit?"" En mi época en la Javeriana jajajajajajajajaj 
-Jean del Madrugón: 30k
-Buzo del Éxito: me lo regaló mi tía
-Botas de Bata: 80k https://t.co/qiOQDUdDVB",4,1
550,2022-10-08 00:20:56+00:00,𝐉𝐮𝐚𝐧𝐚,Rubioo_03,"El hpta hablando de que pico de tener mucha plata porque no le salgo cuando me escribe, de la javeriana tenía que ser el pato ese jajajajajajajajajajajajaajajsjsjajaja gos",5,0
551,2022-10-08 00:13:19+00:00,Orlando Deavila Pertuz,OrlandoDeavilaP,@SebastianNohra @santiagoangelp Pues obvio. La Nacional es mejor que la Javeriana. La calidad de la educación pública cuesta.,1,0
552,2022-10-08 00:12:03+00:00,BarbaJacob,BarbaJacob1,"@SebastianNohra @santiagoangelp Esta regla de tres es muy tonta. No calcula, por ejemplo, las residencias de estudiantes, las actividades de investigación y extensión de la Nacho. Pierda una materia en la Javeriana a ver cómo se le incrementa el costo. Así de simple no se puede medir el costo por estudiante.",0,0
553,2022-10-08 00:03:06+00:00,Halloween232 🎃🕸️,tico232,La javeriana estos días jaja https://t.co/ScZ0asNiXT,3,0
554,2022-10-08 00:02:46+00:00,Mutis con mutismo.,SimnTrujillo1,"Si ves esto, muchacho de los boy scouts que hoy acompaño a su amiga a la entrevista de la Javeriana, solo te quiero decir, que deseo que nuestros destinos vuelvan a coincidir, a pesar de que no sostuvimos ningún diálogo, lamentablemente.",1,0
555,2022-10-08 00:00:25+00:00,Daniel,df_mendivelso10,"@Lucasfriedmanjr @fvalbuenar Eso es un saco roto, pero sería interesante saber como hace la Javeriana con el San Ignacio.",2,0
556,2022-10-07 23:59:06+00:00,La Kalle 96.9 FM,LaKalle,VIDEO: Estudiantes de la #UniversidadJaveriana presumen millonarios outfits https://t.co/8x3G5eaVOG,0,0
557,2022-10-07 23:51:58+00:00,Luis Alfonso Valderrama Florez,MoscoEnLeche,"@SebastianNohra @Calamash @santiagoangelp Aproveche el impulso de buscar en internet y revise cuantos grupos de investigacion y publicaciones en diferentes disciplinas genera la UNAL vs la Javeriana al año. 

Ambas instituciones son importantes y relevantes, reducir el debate de esa forma tan trivial da verguenza ajena.",0,0
558,2022-10-07 23:50:32+00:00,Camilo Rey,camilorey,"Esto no es cierto, pero supongamos que si lo es. No veo ningún problema en que un estudiante en la Nacional cueste más que en la Javeriana. Por la elevada calidad de la Nacional en docencia, investigación y extensión me parece apenas comprensible esa diferencia en costos. https://t.co/fSLRE5VUoE",20,2
559,2022-10-07 23:43:23+00:00,Joan Felipe Mendoza,joanfmendo,"Y pensar que yo me ponía el primer chiro que encontraba limpio y para la U. Nada combinaba (seguro por eso sólo dos peladas me pararon bolas en esos 5 años 🤣).

Pero sí, inmamables. Me dueles, Javeriana. https://t.co/fRdc9Phnpy",0,0
560,2022-10-07 23:37:33+00:00,Ana,Amariarv,"Digamos que si (porque no se de donde saca las cifras para afirmar esto). Según QS ranking la UNAL publica el doble y tiene el mejor puntaje (58.6) entre las U de 🇨🇴 en “red de investigación internacional”, y la Javeriana 5ta (27.6). Esas cosas cuestan. https://t.co/86ACCTOwyx",22,3
561,2022-10-07 23:33:23+00:00,Oskar76,oskar7604,"@SebastianNohra @santiagoangelp No creo, y si fuera cierto qué? Es que la Javeriana tiene el nivel de la Nacional? Ha revisado el puesto de cada una en los rankings internacionales?",0,0
562,2022-10-07 23:33:09+00:00,Darth Oficinista,DarthOficinista,"@earendelceleris @SebastianNohra @santiagoangelp Que idiotez lógica está planteando. La UNal usa recursos públicos, la Javeriana usa el recurso del estudiante. Su comparación de eficiencia es comparar peras con manzanas. https://t.co/AIeWad5BNC",3,0
563,2022-10-07 23:29:50+00:00,Memoir Fernández,MemodeporDios,Unpopular opinion: Me gustan las canciones que ponen los de “La Javeriana” en sus “fiestas” Jajajaja,1,0
564,2022-10-07 23:27:58+00:00,SUZ,ciudadanoSUZ,"@SebastianNohra @santiagoangelp Primero se cierra la javeriana q la nacho, la nacho es calidad, investigación y desarrollo la javeriana pague y se le caen los edificios. O escriben burradas como este Man.",3,0
565,2022-10-07 23:27:55+00:00,Gilberto Robón Sanín,flatearth_nfts,@juanporrasco Mentira! Sus padres irresponsables no le permitieron estudiar en la Javeriana y los impuestos que pagan los demás padres se lo permitieron en la U pública!,4,0
566,2022-10-07 23:27:15+00:00,Pontificia Universidad Javeriana,UniJaveriana,"La analista de políticas de la @ocdeenespanol, @MariaSobron, quien presentó el estudio 'Universidades innovadoras y emprendedoras en América Latina', resaltó el relacionamiento Javeriana -HUSI como una práctica valiosa de transferencia de conocimiento.
🟥https://t.co/jws2C2hBcK https://t.co/goFFPgVwip",5,2
567,2022-10-07 23:25:02+00:00,Diego  Martínez,dfmartinezc,"@Ronaldfvargass Y aunque llegara a ser cierto que los estudiantes de la UNAL costaran más, implica eso que la Javeriana es mejor opción? La educación de alta calidad también cuesta y aún con la precariedad mantiene mejores resultados que las privadas",10,0
568,2022-10-07 23:23:15+00:00,Alexandra Ramirez,AlexaRami16,"Hay comentarios de Nohra que no me parecen desatinados, pero eso de que los estudiantes de publica salen más caros que los de Javeriana???? Ni Cabal se atrevió a tanto.",1,0
569,2022-10-07 23:16:43+00:00,DANIELAAAAAART,Quevedarks,"Con los videos de la javeriana confirmamos que el estilo no viene con la plata,ike outfits de 4palos y son camisetas todas hediondas.",2,0
570,2022-10-07 23:12:11+00:00,Esteban Bolívar,estebanbol22,"@FelipeDuqueM1 El riquillo de la Javeriana, estrato 7, que no conoce más allá de su penthouse y su barrio residencial dice que el Falsario era la mejor opción jajaja, son muy buenos comediantes.",1,0
571,2022-10-07 23:06:16+00:00,Torres9,Sub_Zero_08,Me pongo a pensar todo lo que se podría hacer si tuviesemos el presupuesto de la javeriana. https://t.co/zQ3x979mnt,0,0
572,2022-10-07 22:58:14+00:00,El pequeño Alex,ChuckyVerdeBack,Los manes de la Javeriana https://t.co/wWrhXPEaJH,1,0
573,2022-10-07 22:47:58+00:00,Lucrecius Celeris,earendelceleris,"@SebastianNohra @santiagoangelp 1. Es más barato producir un egresado de la UN que de la Javeriana
2. La calidad de los egresados de la UN es más alta que los de la Javeriana, según los ranking internacionales. 
Conclusión: La UN es más eficiente en el uso de recursos.",37,13
574,2022-10-07 22:38:40+00:00,Lola,notLolita_,Me quiero comprar un abrigo de animal print y me sale en el buscador una prenda de Farfetch de casi 5 millones. Muy lindo y todo pero no soy estudiante de la Javeriana.,0,0
575,2022-10-07 22:38:31+00:00,mj •,finishyourwine,los tipos de la javeriana con outfits de más de 1 millón y viéndose igual de básicos 🥹,1,0
576,2022-10-07 22:34:45+00:00,Hernando🇨🇴Martinez 🇭🇷,hernando2428,"@linanav21 @santiagoangelp Mi hija estudio en una de las U que usted menciona, y tenía unos profesores 😬🤦😬...
Los Andes 666
Javeriana 1089...rankin Mundial. Para usted serán U super buenas (semestre +10 millones solo negocio) para el mundo U del montón.",0,0
577,2022-10-07 22:31:03+00:00,Pablo M. Fernández,fernandezpm,Bogotá y el verde del campus de la Javeriana. https://t.co/R7Uciz9e1A,9,0
578,2022-10-07 22:26:40+00:00,Gustavo Hernández,Zentrinos,Un día normal en la Javeriana 💅 https://t.co/c8ibotnR0W,34,5
579,2022-10-07 22:26:17+00:00,Andrés,itsandysastre,"@SebastianNohra @UNALOficial No necesariamente.
Pero podemos ir por partes.
1. Los números reales muestran que la Javeriana es más costosa, por mucho.
2. UNAL tiene mejor desempeño internacional, lo cual -si lo de los costos fuera real- sería una forma de justificar el mayor costo/estudiante.",5,0
580,2022-10-07 22:25:19+00:00,.,MilaUniverse,"@TaxisLibres4 Porfa un móvil para la Cl. 16a #121a-140 Palo Alto Centro Empresarial, detrás de la U. Javeriana. Ofi 518. La ubicación muestra que es dentro de la Jave, pero es por la calle de Ventolini a mano derecha. A nombre de Camila. ¡Gracias!",0,0
581,2022-10-07 22:23:28+00:00,Neidy Lorena Clavijo 🇪🇨🇨🇴,neidyclavijo,"Quieres conocer más sobre la #Maestría en #DesarrolloRural de @UniJaveriana?. Te esperamos en este espacio de diálogo y socialización de los Posgrados de @FearJaveriana. Directores, profesores, estudiantes y egresados compartirán sus experiencias. https://t.co/tkQMwzkaPV https://t.co/Posq3JDujP",15,4
582,2022-10-07 22:16:02+00:00,Luis David Prieto M.,ldprieto,Felicito al equipo de trabajo  de @centroatico por la posproducción del documental La Casa de Mama Icha nominada en 5 categorías en la décima versión de los Premios Macondo. #OrgulloJaveriano que aporta excelencia artística y narrativa al cine colombiano. https://t.co/tRUVyuPmW2 https://t.co/JqVzTUMA56,25,7
583,2022-10-07 22:10:31+00:00,CⒶlico KⒶt - Biólogo No Titulado,AnarcoNoventero,Se imaginan la mano de bibliotecas que se construirian con sólo los impuestos de Los Andes y la Javeriana!? 🔥 https://t.co/W8dyofgavk,4,1
584,2022-10-07 22:06:18+00:00,Juan,juanporrasco,Yo sólo sé que la Nacho me permitió estudiar y la Javeriana no.,525,24
585,2022-10-07 21:56:33+00:00,Jawilin Aquarius 🎃✨,hornyalltime__,"Quítenle TikTok a los de la Javeriana me tienen harta 😭, llevo cinco videos de cuanto cuestan sus outfit",1,0
586,2022-10-07 21:46:50+00:00,Juan't.,Juan_Aldana2332,"Estoy en el Presto del frente de la Javeriana, y hay una pareja hablando jajaja el man diciéndole “Créeme, yo no estaba con nadie. Si a ti te pasara esto, y me dieras mi respuesta, te creería. Yo no creería en terceros”. JAJAJAJAJAJA.",6,0
587,2022-10-07 21:38:48+00:00,Duban Castell,Castell_23,"@StevenPosadaQ @MirandaBogota Bueno, pero igual; porque estudiar en la Javeriana no es barato, entonces unas por otras",1,0
588,2022-10-07 21:37:14+00:00,Jhonatan Rosas,Tatan_Rosas,@SebastianNohra @Ronaldfvargass Y usted de dónde saca que un semestre vale más que en la Javeriana? Porque googlee y encontré otra cosa Sebastián.,58,2
589,2022-10-07 21:30:00+00:00,Pesquisa Javeriana,PesquisaPUJ,La permanente necesidad de resolver conflictos de diversa naturaleza en el ámbito escolar ha hecho que muchas entidades de educación media se planteen ambiciosos proyectos de convivencia. Investigadores analizaron tres de estas experiencias. https://t.co/AGm8LTPARv,2,0
590,2022-10-07 21:29:31+00:00,Paula ª,paurb_12,Mi gusto culposo es que a mi si me gustan como los de la Javeriana jajajaj,0,0
591,2022-10-07 21:27:10+00:00,javier sierra,XaviSaw,@RevistaSemana 5 años en la javeriana para escribir noticias de esta manera. El clickbait a la orden del día,4,0
592,2022-10-07 21:16:13+00:00,The Jhon Sebastián,jsebas_go,Muy patos los de la Javeriana pero que chimba de ropa eso sí.,1,0
593,2022-10-07 21:13:34+00:00,Agustín,agustl,"@SebastianNohra @santiagoangelp En parte por que es mucho mejor la Nacional que la Javeriana, los profesores son mejor pagados y aunado a esto  por que en lo público hay mucha corrupción y los recursos se vuelven finitos",0,0
594,2022-10-07 21:09:43+00:00,Carlos Luis Sánchez Gaete,clsanchezg,"Miren compañeros ex alumnos del Colegio Javier… Alfredito Alban (+) 🙏🏼

Inolvidable miembro de la familia Javeriana a quien se recuerda con enorme cariño https://t.co/9yqVutEyDm",38,2
595,2022-10-07 21:08:39+00:00,el voto fue secretosky,richimillos15,"@MirandaBogota A ver LA JAVERIANA, EL ROSARIO, LA CATOLICA, LA SALLE, entre otras manejadas por la iglesia, dan BECAS a muchos jóvenes de escasos recursos....NO PUES QUE TRIUNFAZO, MENSA SENADORA, ahora va a ver menos becados",0,0
596,2022-10-07 20:58:14+00:00,Memo,DonViejoMemo,"Con una sola pinta de un man de la javeriana me pagué todo el pregrado, con comida y todo.",0,0
597,2022-10-07 20:48:53+00:00,unhinged deranged mischievous crayolo ✧◝(⁰▿⁰)◜✧,Crayolau,@SoftieTiamat Me pasa con los javerianos siendo javeriana xd,0,0
598,2022-10-07 20:48:44+00:00,Javeriana Estéreo,Javeriana1075,"En Javeriana Estéreo Cali apoyamos los nuevos talentos de la región, ella es Laila y esperamos que las sigas en sus redes sociales para que conozcan su propuesta musical.

Escúchanos ➡️🎼📻https://t.co/wqjE5n9rez

#javerianaestéreoCali @lailabooking29 https://t.co/J0CMkg7opE",4,0
599,2022-10-07 20:47:57+00:00,Bibliotecas de la Pontificia Universidad Javeriana,BibliotecasPUJ,"Participa en nuestra próxima sesión del club de lectura en donde podrás conversar acerca de esta maravillosa historia y compartir opiniones de la vida y labor de la ganadora del Premio Nobel de física y química.
Clubes de lectura: https://t.co/jPZsHDLKWG https://t.co/AxNh84m8nR",2,0
600,2022-10-07 20:47:55+00:00,Bibliotecas de la Pontificia Universidad Javeriana,BibliotecasPUJ,"Te invitamos a leer la novela gráfica Marie Curie de la ilustradora y novelista Alice Milani. Una historia que muestra el doble esfuerzo que implica ser mujer y hacerse un lugar en una sociedad patriarcal.
Reseña completa: https://t.co/MI3bp49dT4 https://t.co/zyzyLdj7sn",2,0
601,2022-10-07 20:30:00+00:00,360 Radio,360RadioCo,"#Bogotá | Clavijo es politólogo de la Universidad de Antioquia, y especialista en opinión pública y marketing político de la Universidad Javeriana

@IDTBogota 

Lea la nota completa aquí⬇️⬇️
https://t.co/fnhyCeLb8n",0,0
602,2022-10-07 20:23:08+00:00,Sebastian,crisnods,"@DiegoTorres_Fis En primer lugar, ese dato es falso, en segundo lugar, lo que realmente le vale un estudiante de la UN al estado es menos de lo que le vale a ese estudiante pagar su semestre en la javeriana, y en tercer lugar, LO VALEN!.",2,0
603,2022-10-07 20:21:51+00:00,Ricardo Salas,doblementecono1,"Mini-Curidato no. 1 😎: Si lo estaban pensando, sí, cinco universidades de Bogotá son protagonistas en estos nombramientos (57 % del total), y la Javeriana es la Universidad de la que más ministros y ministras se han graduado (21% del total). https://t.co/Bs4lBLt78C",17,5
604,2022-10-07 20:14:36+00:00,Ander ,Andergrad,El experto en hablar pendejadas no sabe que a un estudiante de publica al estado le cuesta 6M mientras que un semestre en la javeriana cuesta entre 9 a 20M y en Los Andes entre 18 a 26M! PEND3J0 https://t.co/v7meFOst7n,6,0
605,2022-10-07 20:14:27+00:00,Centro Ático PUJ,centroatico,"Queremos que compartas con nosotros las mejores imágenes que hayas tomado en el Centro Ático. Estaremos seleccionando y publicando el material en un especial web que estará alojado en https://t.co/GE8Cp5smfh
Información y formulario de inscripción: https://t.co/eL2FHV13IX https://t.co/wZfrBahF89",1,0
606,2022-10-07 20:10:03+00:00,Miguel🔥,tataiasturulati,qué miedo pasar por la Javeriana y que me pregunten cuanto vale mi outfit,14,0
607,2022-10-07 19:56:10+00:00,Bryan Sandoval,Yobryansandoval,"Es la Javeriana, ¿Porque se sorprenden? https://t.co/ODA3KbSXzf",1,0
608,2022-10-07 19:56:00+00:00,Santiago Lopez,Slopezm17,@sof_124 @juanmanuelrata la javeriana y la icesi,1,0
609,2022-10-07 19:52:00+00:00,Yefershon Muñoz Riaño,MunozRian,"Entre Yeferson Cossio, Rodolfo Hernandez, Julio Sánchez Cristo (redentor) y los gomelos de la Javeriana no sale sustancia para un caldo y para nada. Y todos son hombres. ¡Qué pena...!
Me dio dolor de estómago. Voy para el bañoooooo... https://t.co/wNCLEmDRWG",1,0
610,2022-10-07 19:48:54+00:00,Blas Felipe,pepin1226,"Fake News. El promedio en la Unal es de 6.9 millones. Y eso que se incluyen ahí un montón de cosas que no son del objeto misional de la Universidad. En la Javeriana el promedio es de 9-12 millones. 
¿Este man no se cansa de dar pena? 🤭🤭🤭 https://t.co/0a3xc7qEn5",63,7
611,2022-10-07 19:36:45+00:00,Andrés ,elandresj,"Nadie :
Los manes de la Javeriana 😂 https://t.co/3P4Qju52xj",2,0
612,2022-10-07 19:34:15+00:00,¡Piantao!,414oskr,@cameliableue La javeriana mijo :v,1,0
613,2022-10-07 19:30:07+00:00,Don Juan León,soyjuanleon,@SebastianNohra @santiagoangelp Entonces el estado debería pagarle a la Javeriana e implementar el 2 por 1.,0,0
614,2022-10-07 19:21:50+00:00,Feli juawulin 🎃,muchaflorecita,"@mvalenciaz92 Parce me da una hpta pena decir que estudio en la javeriana por gente cómo esta. 
Les juro que no todos los que estudiamos en la javeriana somos tan bobos hpts para despilfarrar Plata a lo pendejo en ropa y esas maricadas.",0,0
615,2022-10-07 19:00:02+00:00,UIS,UIS,"🏀 Con triunfos por 14-12 frente a la Pontificia Universidad Javeriana de Cali y 21-6 contra la Universidad del Atlántico, el equipo de Baloncesto 3×3 debutó en los Juegos Universitarios Nacionales Ascún que se disputan en Cali. ▶️ https://t.co/3CUvlYxLjz https://t.co/x1JZ6PzleO",1,0
616,2022-10-07 18:49:03+00:00,Juan Pablo ✝️,jp4zo,"La vestimenta de los tipos de la javeriana dizque entre $1.300 y $1.500.... y todo el mundo asustado. Antes están baratos. 

Solo unos tenis de calidad considerables están en $600.000 🙄, dejen el azare.",1,0
617,2022-10-07 18:47:17+00:00,Jhonatan Rosas,Tatan_Rosas,"9 Sedes vs 2 sedes
58392 vs 31782 alumnos 
~400 profesores menos que la Javeriana
Cobertura de 13.4 estudiantes por profesor vs 6.8 de la Javeriana
102 vs 74 programas de pregrado
366 vs 138 programas de posgrado

Y VENÍS A HACER ESA COMPARACIÓN ABSURDA Y ERRADA!!!",14,3
618,2022-10-07 18:43:14+00:00,Cristián C. Álvarez,Czalvarez6143,@nacional_memes Lo más importante en la universidad javeriana es su ropa xD,1,0
619,2022-10-07 18:42:36+00:00,Adorador de Seijas,meestresacasito,Los Tik Toks de la javeriana be like: https://t.co/jES9iZPN1e,1,0
620,2022-10-07 18:40:11+00:00,Ana María ✨,AnaMaCH13,"@foreverrain3312 Pero es que eres de derechooo jajaja es el derecho que uno tiene por ser de la carrera. Uno puede burlarse de la javeriana más, porque estudia allá. Pero sí, esta gente todo lo malo es de allá y hay universidades con gente más antipática 🥲",0,1
